,X_1,X_2,X_3,X_4,X_5
0,0.2671759586726769,-0.5458187406396796,-0.6384117267550935,0.6787749710870902,-0.024864400900250994
1,0.338370297384827,-0.2439747122721559,-1.0891049905779886,-0.06348115923437579,-0.172964086575734
2,-0.8426590302927601,-0.5005721492579975,0.732939757159625,-3.1515205855798847,-3.944767003909763
3,1.4952789500688077,0.636839858058032,-1.8622892254785415,0.25859364993848416,0.23661161871075886
4,-0.12912122848519464,-0.7642697668000829,-0.23147287312390297,-3.1103176004410167,-1.2437253174919936
5,0.010449838830055604,-1.032769468180833,0.7258886091953551,0.26309597238771903,0.6761046275931542
6,0.14601555999451912,-1.3867405284804022,-0.08541310402254743,1.1372046082574887,0.33672028981119745
7,0.6427733439788049,-0.33697278276834053,-0.2414813846052798,0.2694142919152396,-0.3169255408336775
8,2.461480184149529,3.5848298930809332,-0.38942889926938506,-1.0650190111086146,-0.4042766820517738
9,1.4219673467374812,0.2907501515907007,-2.730206519521825,-1.097586806422835,0.5932364206577057
10,-1.5174658010816053,1.6589171023060696,1.447344252172851,0.8920178192671826,1.6159437449812717
11,0.9405279478739496,-0.5628297529930644,0.31333576350161785,0.21055943257884274,0.853034237325016
12,1.0567808830860503,-0.13934719214171143,0.3191250927625551,-0.34370554968862793,0.14658373250621712
13,2.5830137278499947,3.4519618392122564,-0.40305027436505314,0.634186565181701,0.08692529606649385
14,0.5561989904371099,-0.45555182425765395,-0.06691428995279225,1.1891967164699493,0.8897998189231611
15,1.909617205661754,2.0382725717675516,0.5045082157431098,0.38895680738785054,0.7174981402276475
16,-0.20394089474915866,-0.7830982135568416,-1.8327776476762643,-0.18048344152366858,0.2339139354776422
17,0.21174919804793932,-0.23767199241132836,0.7754609588528971,0.9696930368959896,1.7919839592566658
18,1.4721961640289658,0.8304315733131183,-1.2912391944511556,-1.058130334545715,0.2807421366939747
19,0.7925919219734051,0.08173135356682038,0.2880887113375641,0.3593807739736404,-0.2567199160469329
20,-0.3444655294119012,-0.8410216381129019,-1.1476558650902748,0.15039516678845602,0.1611704854441756
21,0.6381776059978526,-0.29881573949311824,0.15280376307366406,0.35154061585416985,0.842854339988515
22,0.22318587207562932,-0.8733490854911049,-2.1452260926601543,-0.5143088878330989,0.42759290641140907
23,-0.952662217374994,0.8434709459169462,-2.4359641204773235,1.3541546413079564,-1.3929598083828505
24,0.37896499389808186,-0.7005918617641917,0.7811754844777843,-0.30112908610743333,-0.3499613391418118
25,0.0700719897059375,-0.3187557922272149,0.9227406714002986,-0.989847185989896,-1.0123877773411771
26,0.6312949948422728,-0.4562653353705841,-1.8867956239587542,0.062052459627339386,0.16745105645372646
27,1.509560759158682,0.5804340727462068,1.4753617976779732,-0.8574826746312335,-1.8216819885418423
28,-0.35139445044417655,-0.8164655027886486,0.6778530096992128,1.5535799354836175,1.3308692657879593
29,-1.673083553104833,1.4507258354116406,0.9174222987141529,0.0004640851024428315,-0.0032949091545782933
30,-0.05725541821098369,0.20493744954164916,-1.0642399328175036,0.49632880025433673,-0.29570498039637394
31,0.24389557915864532,-0.5614119100551029,-0.5337487695546586,-1.7834134812125246,-1.4919740952020564
32,-0.6986674061579933,-0.4346304300041905,0.9383112159837657,-1.2739444280016152,-2.073156324283765
33,-0.48277140459843415,-0.37458600283534155,1.8989846362501306,-0.9638840208410414,-1.7297185510802
34,0.9479363842328846,0.0066051165953529,-0.3845365763403259,1.8705525485978414,0.6453966576260529
35,-0.16549466614683775,-0.8577432254289308,-0.15474382514852103,-0.9421191101258671,-0.7894210103334213
36,0.04158270208307913,-0.15723088379466232,-1.1640935716546108,-1.177292507923565,-0.13820717400578067
37,-0.33158763444530426,0.02201954019120622,-1.0912578435967277,0.6619627798358311,0.21676041624164943
38,0.23676009236965276,-1.031730727745048,-0.5189015981031879,-0.46247643577658104,-0.06622196000711185
39,-1.3929456525189967,0.5477031287668547,1.0754106265347307,-0.2088385885673916,0.22039291373735656
40,-2.1758019749313955,1.9439305512686014,0.2889274463483449,-0.9740587797058857,-0.801978934237897
41,1.091804171052694,0.19837700418070348,-0.955544788129135,1.2952836504972933,-0.5089692858286393
42,-0.4876470377202575,-0.41812480348407105,-0.2780305363814356,1.1779306308766788,0.46552067604048775
43,-0.5798455619631466,-1.1310924167814198,1.244036087199379,-0.6949456483054682,-1.4647701347740683
44,0.35572782650854406,-0.5249174191830513,0.9229262417223478,0.6229347320780867,1.080913994302752
45,-0.513581479841993,-0.7519180857196465,1.1211747239299406,0.6147793759062201,1.1233139467751945
46,-0.9402008489944926,0.06594692932595658,0.7424095107792545,-0.5330305954817631,-0.008455440288595033
